at,Year_Month_Date,content,score,compound
2025-04-24 18:28:22,2025-04-24,it's repetitive and not all that good,1,-0.5277
2023-05-10 22:25:54,2023-05-10,Pls fix your login issue its annoying,1,-0.34
2025-04-10 15:41:32,2025-04-10,This 2025 the gacha system has full of errors and their gacha rerun systems are broke as hell,1,-0.8689
2025-03-29 16:47:20,2025-03-29,Put a skip button in the main quest story,1,0.0
2025-01-15 23:39:55,2025-01-15,Aventurine was bugged for an entire patch with no compensation,1,-0.296
2025-07-28 00:54:24,2025-07-28,power creep is broken!,1,-0.5255
2025-01-08 12:49:55,2025-01-08,Eh it's alright but takes too much time to play,1,0.5574
2023-05-12 03:10:23,2023-05-12,"Ruined by terrible account management. Can't login via Google on PC, starts a new game even when linking your hoyo account and Gmail.",2,-0.7351
2025-05-13 09:02:19,2025-05-13,"for the love of god, add a skip button",1,0.743
2023-06-29 20:06:49,2023-06-29,No worries.. I've figured it out.. I already got my account back..,5,-0.296
2025-04-07 03:49:30,2025-04-07,"As a game developer I think you should try to listen to ur player, not just their wallet (dried em out) Massive L",1,0.0
2024-10-14 17:33:44,2024-10-14,"I can't play ML with my cousin because of this game, you need to remove this game to the Philippines. Thankyou",1,-0.2584
2025-01-07 10:48:41,2025-01-07,"Stop inflating MOC HP, cant clear moc 12 its trash, its just svarog with tank hp and swarm all to delay",1,-0.6892
2024-09-10 11:54:14,2024-09-10,Login error with this new update :,1,-0.4019
2025-06-26 09:47:55,2025-06-26,this game is p2w game in disguise and it's always been this way.,1,-0.25
2025-02-27 16:34:59,2025-02-27,this company makes millions each month and yet they are super greedy and really hates their players,1,-0.1513
2025-11-03 04:37:11,2025-11-03,Sadly they completely destroyed Cyrene as a character. It's despicable how they slandered her. Big L in character development.,1,-0.7425
2025-07-15 13:54:23,2025-07-15,Powercreep been playing since 1.0 days,1,0.2023
2025-10-25 14:09:13,2025-10-25,crazy cyrene monetization,1,-0.34
2025-03-07 20:08:58,2025-03-07,"Remove Mydei's forced auto-battle mechanic, and remove Castorice's global passive.",1,-0.296
2025-11-26 01:35:03,2025-11-26,we're to back,4,0.0
2025-08-24 19:58:01,2025-08-24,It was not what it used to be when I first played it. What a pity.,1,0.0516
2023-07-12 14:44:28,2023-07-12,To many flashing lights,1,0.0
2025-03-30 00:39:38,2025-03-30,I can't play 10 minute without crashing,5,-0.2584
2025-05-16 06:06:33,2025-05-16,"Meta is changing too fast, simply milking your money until you'll burn from it.",1,0.0
2023-07-11 06:23:01,2023-07-11,Can not run this game in my 4 gb ram mobile.But Genshin Impact can ran.Can you tell me what is going on?,3,0.0
2025-10-05 06:12:10,2025-10-05,Very greedy gacha,1,-0.3804
2025-06-20 20:28:37,2025-06-20,One event that brings Jades per 40 days. I dont know when you fell off Star Rail.,1,0.0
2024-09-12 12:25:01,2024-09-12,"Year 2, hoyo still don't know what a skip button is",1,0.0
2025-10-26 12:05:19,2025-10-26,Cyrene..... thats all,1,0.0
2025-11-06 16:49:07,2025-11-06,i miss phainon,1,-0.1531
2023-04-29 16:20:04,2023-04-29,"login issues, frequent crashes,",3,0.0
2025-05-26 01:31:01,2025-05-26,Power creep power creep and more power creep. Your character want stay relevant more than 6 months,1,0.0772
2025-07-13 02:54:19,2025-07-13,we can get 1370 stellar jade from fate Collab event.Not even enough for 10pull.Just take it back we are not beggars.,1,0.0
2023-06-20 04:58:18,2023-06-20,it a good game but jusr didn't work on my kind of computer,3,0.2382
2025-01-28 02:01:02,2025-01-28,Desperately needs a skip button,1,-0.3818
2025-06-18 20:03:52,2025-06-18,yeah it deserves the 3.2 rating but tbh I wish it could go lower,1,0.3291
2025-10-27 14:36:03,2025-10-27,cyrene world domination,1,-0.0516
2024-03-21 09:48:59,2024-03-21,The game keep crash thats all,2,-0.4019
2025-05-21 14:34:19,2025-05-21,Amazing game. Genshin could never,1,0.5859
2025-10-24 23:32:58,2025-10-24,Hoyoverse downfall. GREED!,1,-0.5754
2025-03-25 09:59:26,2025-03-25,It is not registering 'Too many requestes please wait' I waited for 2 hours,1,0.3182
2025-10-30 00:19:19,2025-10-30,cyrene is not it,1,0.0
2025-08-10 13:58:52,2025-08-10,"I love the protagonist. Amazing Personality Edit: Powercreep happened, sigh",1,0.8442
2025-05-21 01:42:53,2025-05-21,"simply as ""powercrept"" ""new characters full star endgame content"" and story nowadays just YAPPING A LOT",1,0.0
2025-04-30 22:33:19,2025-04-30,I adore this game but this 5050 system is kinda broken,1,-0.3422
2024-10-30 08:59:59,2024-10-30,"at start of game, It gpes black and stops.",1,-0.1531
2025-01-28 07:47:06,2025-01-28,"Hoyo is shady, and I think I am done with all their games.",1,0.0
2025-07-17 13:51:00,2025-07-17,lost 2 banner HIGH PITY trash game!,1,-0.6731
2024-12-25 12:53:19,2024-12-25,losing rate off 4 time in a row.. with 80 pity... so good ........... I'm done,1,0.2827
2024-12-03 02:43:15,2024-12-03,I couldn't get past the boss in the clockey theme park,1,0.0
2025-02-26 12:37:37,2025-02-26,It's incredible p2w so I suggest not to play this game unless ur a p2w,1,-0.2584
2025-01-10 06:36:12,2025-01-10,investing in characters you like only to be powercrept in 6 months feels incredibly awful,1,-0.2006
2025-05-22 08:46:51,2025-05-22,Very hard to login,1,-0.1761
2025-11-05 22:21:36,2025-11-05,FIX CYRENE'S KIT,1,0.0
2025-07-05 10:28:29,2025-07-05,"Hoyo lost all originality, and powercreep this huge is just nonsense",1,-0.3346
2023-07-01 10:05:14,2023-07-01,It's 2023 and we can't skip cutscenes,3,0.0
2024-07-21 07:09:26,2024-07-21,Cant even login to the game via X,1,0.0
2024-11-01 09:42:38,2024-11-01,"My game blacks out when proceeding to finding the three children, I don't know why",1,0.0
2025-05-12 01:53:16,2025-05-12,WHY DOES IT TAKE SO LONG TO DOWNLOAD THE RESOURCES!!! MY MBs DROPPED TO 0.00!!! BRO HOW!!!!!!!,1,0.0
2025-07-17 17:32:07,2025-07-17,It went downhill real quick,1,0.0
2025-07-21 11:27:03,2025-07-21,Horrible gacha system,1,-0.5423
2025-10-27 12:36:58,2025-10-27,The powercreep is insane,1,-0.4019
2023-06-09 08:56:08,2023-06-09,Horrid performance on the last zone. Game turns into a slideshow.,1,-0.5423
2024-09-16 23:52:36,2024-09-16,Give reset story feature. Mistakenly choose some choice.,1,-0.296
2025-03-02 10:38:42,2025-03-02,I keep getting Global distribution error,1,-0.4019
2025-10-15 21:38:24,2025-10-15,Fraud gacha system,1,-0.5859
2025-10-31 17:01:21,2025-10-31,BUFF CYRENE NOW.,1,0.0
2025-10-19 16:38:39,2025-10-19,BUFF CYRENE KIT,1,0.0
2025-11-07 11:36:53,2025-11-07,you failed me,1,-0.5106
2025-10-31 16:48:08,2025-10-31,FIX CYRENE FIX CYRENE FIX CYRENE,1,0.0
2025-10-30 00:49:27,2025-10-30,rework Cyrene kit!,1,0.0
2025-11-05 10:41:56,2025-11-05,FIX MY CYRENE,1,0.0
2025-10-15 09:49:36,2025-10-15,effing hp inf,1,0.0
2025-01-11 04:56:42,2025-01-11,Powercreep has ruined my experience with this game.,1,-0.4767
2025-03-02 01:01:10,2025-03-02,Remove Scamstorice global passive from the game and balance old characters.,1,0.2023
2023-05-05 21:11:12,2023-05-05,"Keep force out and freezing,crashing",2,0.0
2024-10-26 13:57:55,2024-10-26,"I'm an idiot, the plot is not interesting at all.",1,-0.6765
2024-12-09 10:49:51,2024-12-09,"Incessant powercreeps of chars, HP inflation of endgame modes. Gender lock elements and paths. Does not respect its female playerbase.",1,-0.3724
2025-02-15 12:26:51,2025-02-15,90 dialog 10 gameplay,1,0.0
2025-07-15 10:14:14,2025-07-15,5 first 2 months downhill since,1,0.0
2025-03-01 12:26:54,2025-03-01,"Damn.... The power creep is unbearable. Sorry, im gonna go.",1,-0.0772
2025-05-09 07:11:33,2025-05-09,"can't enter the game from morning, pls. fix that",1,0.0772
2025-01-28 03:31:11,2025-01-28,the developers have not put in work to improve the stroy telling and it sucks,1,0.1027
2023-05-11 21:17:12,2023-05-11,i gonna change it to 5 when u guys out SKIP to cut scenes a lot of talking,3,-0.2732
2024-09-17 19:54:09,2024-09-17,"How dare you hoyoverse, fix your artifact system i hate you guys so much.",1,-0.5719
2025-07-11 16:36:37,2025-07-11,nice pity system got a new character name clara on the fate collab banner delete the company itself,1,0.1531
2024-03-01 03:04:24,2024-03-01,"Better story, gameplay and qol than genshin.",5,0.4404
2025-07-13 00:54:25,2025-07-13,"buff dan heng il next, thanks.",1,0.4404
2023-06-21 23:05:18,2023-06-21,Don't kill the fruit against Deer. That's honestly my worst experience against boss ever.,1,0.3895
2025-11-11 07:25:31,2025-11-11,Pay to Win...,1,-0.1027
2025-05-05 20:06:07,2025-05-05,please for the love of God please please. ADD A SKIP BUTTON I DONT WANT TO SIT AND LISTEN TO EACH YAPPING SESSIONS OF EVERY CHARACTERS OR NPCS I MET,1,0.8869
2024-09-10 12:59:49,2024-09-10,Every single system has gambling built in. Even drops.,1,0.0
2023-05-17 09:01:40,2023-05-17,Decent story with worse rolls than Genshin.,3,-0.4767
2025-05-29 02:43:18,2025-05-29,"time to uninstall, older characters were nerfed way too far",1,0.0
2024-07-21 11:28:44,2024-07-21,"Game good,play play game,happy happy",5,0.7269
2025-03-21 15:23:16,2025-03-21,Eat a lot on storage space.,1,0.0
2025-11-23 02:42:49,2025-11-23,More f2p ways to gain stellar jades,1,0.5267
2025-11-06 03:36:07,2025-11-06,game dosen't even need 4 stars anymore cuz of hp inflation and powercreep.,1,0.0
2025-10-08 13:57:01,2025-10-08,"My case still stands, your game sucks :",1,-0.3612
2025-03-04 04:27:37,2025-03-04,Story is way too whimsical and childish,1,-0.2263
2025-11-07 20:07:17,2025-11-07,maybe if this game had a better writer.....,1,0.4404
2025-11-05 14:17:45,2025-11-05,this game gameplay a bit boring ah,1,-0.3182
2024-05-18 21:21:19,2024-05-18,"I deleted every important things i have on my phone,pleaae give me robin as a trade",1,0.2023
2025-10-18 15:48:57,2025-10-18,I can't even open the game!,1,0.0
2025-05-06 01:19:04,2025-05-06,Amazing. Genshin could never.,1,0.5859
2025-11-04 05:29:58,2025-11-04,IMAGINE NOT RELEASING A SINGLE NEW 4 STAR!,1,0.0
2024-11-13 12:21:32,2024-11-13,I just lost in hard pity so rigged,1,-0.7713
2023-05-11 14:52:21,2023-05-11,Too brightness at login session,1,0.3818
2025-05-11 02:03:15,2025-05-11,boring and gets old very fast,1,-0.3182
2023-04-23 20:56:39,2023-04-23,This game is open but its not working to play now why?,1,-0.3724
2025-05-24 03:06:45,2025-05-24,"All of my progresa suddenly gone and it was very far, how?",1,0.0
2024-09-02 03:56:45,2024-09-02,Painful to do ANYTHING ! Uninstalled so I can get back to my life,1,-0.4926
2025-07-28 06:10:35,2025-07-28,Pay to progress.,1,0.34
2025-05-14 02:10:30,2025-05-14,I had high hopes. I forgot this was a hoyo game.,1,0.4215
2023-06-11 14:24:20,2023-06-11,Mobile version no longer recognizes the same account I use for PC and makes me start over?,3,-0.296
2023-05-14 18:23:01,2023-05-14,You know what wouldbe goodfor this game? A frickin skip button for god sake,2,0.2732
2025-01-28 21:08:27,2025-01-28,COSMIC LUCKY PRIZE HAS FAVORITISM LOL why do i even bother,1,0.9028
2025-07-05 23:04:46,2025-07-05,what a great pity system u have,1,0.4404
2024-10-23 13:34:52,2024-10-23,PUT AN OPTION TO DELETE PAST EVENTSQUEST TO SAVE STORAGE,1,0.4939
2025-02-26 09:43:42,2025-02-26,Stop power creeping and change Castorice kit.,1,-0.296
2024-11-29 11:38:59,2024-11-29,"it all fix, thank you so much. hoyoverse 3",5,0.3612
2025-01-22 09:16:25,2025-01-22,The 50 - 50 pity system really sucks in this game!!,1,-0.6785
2025-03-29 07:19:28,2025-03-29,Devs allergic to good decisions. Moronic Global Passive bs!,1,-0.3595
2025-01-15 09:38:59,2025-01-15,This game crash when i fight Argenti and forced exit the game,1,-0.8074
2025-03-26 01:17:06,2025-03-26,powercreep everywhere n every patch. thats all i can say with this game,1,0.0
2025-07-02 19:06:19,2025-07-02,worst gacha system ever always lose my damn 5050s on my f2p account,1,-0.8591
2025-05-20 13:45:45,2025-05-20,power creep so hard that it's reaching honkai impact levels of bs,1,-0.0171
2025-02-03 03:31:54,2025-02-03,The gacha in this game is a predatory demon be advised. You WILL NOT win.,1,-0.4717
2023-05-13 18:35:36,2023-05-13,"It keeps saying ""Log in error"" help?",3,0.0
2023-07-16 22:32:47,2023-07-16,The normal speed in slow motion,3,0.0
2024-09-22 12:45:44,2024-09-22,Very bad game i delate this game do no download this game,1,-0.7178
2023-05-12 06:47:49,2023-05-12,Not being able to use my google account between phone and Pc Made me uninstall due to frustration,2,-0.4767
2023-07-16 10:28:37,2023-07-16,7gbs for a game on your phone? What the hell?!,1,0.0
2025-10-25 16:28:33,2025-10-25,300 for bow skin yeah no screw that I'm done,1,-0.1027
2025-02-18 07:46:04,2025-02-18,"If there were negative stars, this game will have -5",1,-0.5719
2023-04-25 15:29:09,2023-04-25,Why I can download the game when I can't play it ? If I can download a game it have to be playable when I downloaded if not its not suppose to be abel to download,1,-0.2584
2023-06-09 07:28:42,2023-06-09,Wow it's fixed already! Thank you.,5,0.7644
2024-12-29 12:41:29,2024-12-29,Works now also where are the 80 free pulls?,4,0.5106
2025-07-11 13:42:34,2025-07-11,-1 Voice English Saber,1,0.0
2025-10-27 08:54:01,2025-10-27,what did you do with Cyrene.....,1,0.0
2025-05-19 23:05:45,2025-05-19,"so boring now, especially with the money hungry developers",1,-0.3804
2025-05-06 19:27:48,2025-05-06,"feels like mine is not 50 50, feels like 20 80",1,0.6124
2023-05-06 03:29:07,2023-05-06,I can't log in error 10001,1,0.3089
2025-02-03 22:15:21,2025-02-03,"1 star is for guarantee, other 4 star got 10 chances to get",1,0.4215
2025-10-28 20:00:56,2025-10-28,cyrene? more like take my 250 for e2 since she's unplayable at e0 am i right guys??,1,0.516
2025-04-24 15:43:27,2025-04-24,more and more stupid update . from a good game to the worst game i play,1,-0.5799
2025-01-15 11:18:42,2025-01-15,Power creep is real. Don't bother start playing. Never trust hoyoverse,1,-0.3089
2025-05-13 10:35:53,2025-05-13,Any Mihoyo game is worthless now lmao. Watch ZZZ come crashing down in a few months,1,-0.2342
2025-04-29 05:54:06,2025-04-29,"global passives, no thank you",1,0.0772
2024-10-02 12:15:55,2024-10-02,this game is not good it took my whole data:(,1,-0.3412
2025-03-06 00:19:11,2025-03-06,Don't add global passive,1,-0.1511
2025-07-05 11:08:52,2025-07-05,No more money from me! Yall need guarantees no more 5050 7525.,1,-0.5707
2025-03-14 21:13:06,2025-03-14,"Hp inflation, super break and true damage bearly dealt any damage",1,0.0772
2025-06-23 13:58:24,2025-06-23,"3 words POWERCREPT, POWERCREPT AND POWERCREPT",1,0.0
2023-08-20 19:50:51,2023-08-20,THE GAME IS LAG OR STATTERING IDK WHY FROM THE OPENING SCREEN OF THE GAME IS IT FROM THE GAME OR IS IT ON MY PHONE,3,-0.4215
2025-06-13 02:07:17,2025-06-13,NOT RESPONDING CAN'T PLAY,1,0.1942
2025-05-08 19:40:16,2025-05-08,I didn't like honkia star rail because I got ben from cheating on the game,1,-0.6917
2023-05-16 11:22:57,2023-05-16,Stuck at login screen,2,-0.25
2025-07-15 13:38:26,2025-07-15,Fix the game and HSR X FATE was dissapointing af,1,0.0
2023-06-08 14:18:48,2023-06-08,Why did it restart my account? I want it back,1,0.0772
2025-07-28 01:09:50,2025-07-28,"Simply scummy, to the core",1,0.0
2023-06-19 00:41:41,2023-06-19,i grinded for like 50 pulls and I got absolutely nothing good,1,-0.0475
2025-06-19 04:46:53,2025-06-19,it was fun while it lasted,1,0.5106
2025-06-13 20:17:28,2025-06-13,this game has made me miserable,1,-0.4939
2025-06-24 14:08:32,2025-06-24,"I love you, please make Lancer playable",5,0.7579
2025-06-16 02:42:07,2025-06-16,Another game ruined by Gacha.,1,-0.4767
2025-06-22 13:24:10,2025-06-22,if u are not millionaire don't play this game,1,0.1942
2025-06-20 09:11:35,2025-06-20,not enough heartwarming story,1,-0.3724
2025-06-24 20:24:31,2025-06-24,FIX THE INFLATION HP PROBLEM JUST ADD MORE MECHANICS BETTER THAN HP INFLATION,1,0.1226
2025-07-02 01:12:45,2025-07-02,"i miss Old HSR , devs ruined the game",1,-0.5719
2024-10-13 23:14:07,2024-10-13,What's with all these companies claiming their game is new in ads,1,0.0
2025-07-31 05:34:50,2025-07-31,Losing 5050 twice at 80,1,-0.3818
2025-03-24 04:16:46,2025-03-24,on a downhill spiral in every way right now,1,0.0
2025-12-06 05:30:15,2025-12-06,"The fate collab was bad. What happened to the passion and quality of the EvaxHI3 collab? EDIT 2025.12.05 Now the 4.0 fiasco, give us the JAPANESE themed characters on the JAPANESE planet.",1,-0.5859
2025-07-13 11:55:07,2025-07-13,Fate Crossover is a failure.,1,-0.5106
2025-08-11 18:55:42,2025-08-11,"lost to saber on 80 pity, great",1,0.1531
2025-07-20 10:53:53,2025-07-20,"Lost 5050 with firefly on Christmas, lost 5050 aglea on the first amphorues now lost 5050 on the fate collab with a parentless child, Oh I feel like a winner",1,0.1027
2025-08-18 11:36:06,2025-08-18,Enshittification. the game,1,0.0
2025-08-03 13:41:35,2025-08-03,Power creep be crazy,1,-0.34
2025-09-17 05:23:28,2025-09-17,give firefly and acheron a buff,1,0.0
2025-02-18 07:35:52,2025-02-18,Don't play this the hoyo is not gacha game is trash his gacha systems is not fear,1,0.1511
2025-07-01 10:06:23,2025-07-01,Game had my hopes up,1,0.4215
2023-05-13 06:12:00,2023-05-13,I always recieve error codes,1,-0.4019
2025-02-03 22:43:04,2025-02-03,"Saying that event was ""Global"" is crazy",1,-0.34
2023-05-06 19:31:58,2023-05-06,Add skip button,1,0.0
2025-06-04 23:05:51,2025-06-04,slow update and low value on the old caracter the make stronger ng anee update character that old one,1,0.4404
2023-05-19 21:07:59,2023-05-19,Worst they're banning players for no apparent reason,1,-0.743
2025-04-16 10:07:30,2025-04-16,won't stop crashing,1,0.2235
2025-05-21 17:09:45,2025-05-21,so much yapping. give Skip button already,1,0.0
2025-01-14 15:26:16,2025-01-14,Nice game. iam play my anthor Mobile. And im now install my mobile,4,0.6369
2024-12-23 20:17:01,2024-12-23,Need a SKIP button for dialogues.,1,0.0
2025-05-05 19:48:33,2025-05-05,garbage game I don't even know why I'm playing this,1,0.2023
2025-04-27 17:55:31,2025-04-27,yeah 5050 is a no from me better game out here that aren't doing this,1,0.4404
2024-11-07 14:02:29,2024-11-07,Don't like the fighting process I thought it was pure rpg,1,0.0
2025-01-19 22:41:42,2025-01-19,"I love you, Honkai, but I must nake this review. GIVE ME TIKTOK BACK NOW.",1,0.3818
2023-07-16 09:57:52,2023-07-16,"So much data store ,Please reduce it.",2,0.3182
2025-03-23 05:32:05,2025-03-23,Rife with powercreep. Any money you spend will be wasted,1,-0.4939
2023-05-08 14:18:21,2023-05-08,login errors everytime i open pls fix,2,-0.2732
2025-04-09 12:01:41,2025-04-09,if low internet I can't log in properly,1,-0.2732
2025-05-07 17:19:22,2025-05-07,Chill game no stress and generous nothing much good game please buff cipher back,5,-0.2037
2024-09-11 23:53:34,2024-09-11,I've spent a lot warps for Feixiao's signature light cone then lost 7525 and got Gepard's S2. I've already experienced this with Acheron's light cone and lost 130 warps. Please stop to scam,1,-0.802
2025-01-01 11:56:50,2025-01-01,"its not 5050, its 2575. i lose 75 of my 50 50. and all of them hard pity",1,-0.6486
2024-10-28 09:29:47,2024-10-28,this the end of my star rail journey,1,0.0
2024-09-20 06:14:58,2024-09-20,The new update is not working for me,1,0.0
2023-05-09 13:39:09,2023-05-09,Add skip button,1,0.0
2023-07-28 09:29:07,2023-07-28,Often crash in my phone,1,-0.4019
2024-12-25 03:04:44,2024-12-25,Why do we have to wait so damn long just a pull for fugue,1,-0.541
2025-03-27 05:09:54,2025-03-27,the company that make the game it's such a horrible company,1,-0.5423
2025-06-06 21:01:09,2025-06-06,"Well well well.. nailing your coffin from Global passive i see, even the presence of preservation cannot protect you from your downfall Hoyo..",1,0.4245
2025-06-10 00:27:49,2025-06-10,PLEASE ADD A SKIP DIALOGUE OPTION PLEASEWE IT FEELS LIKE HELL GOING THROUGH ALL OF THIS IN AN ALT ACCOUNT EVEN TGE SIDE QUESTS R OKAY JUST ADD ONE,1,0.0258
2025-03-01 21:38:30,2025-03-01,Only one word for this game: Greedy,1,-0.3182
2024-11-09 13:40:48,2024-11-09,Can't even open the game,1,0.0
2025-03-16 04:43:36,2025-03-16,from the game that respect my time now it's the game that wasted my time,1,-0.0258
2024-12-07 10:37:27,2024-12-07,I have no idea how to play anything in this app,1,0.0516
2025-03-13 05:15:02,2025-03-13,"holy mother of powercreep. you get a limited 5 stars this patch, next 2 patch it's powercrept.",1,-0.2263
2023-05-29 15:40:03,2023-05-29,Unable to sync account to my hoyolab,1,0.0
2025-04-30 19:25:07,2025-04-30,"In 180 pulls i got Seele, Anaxa and Bailus Lightcone. I HOPED I would AT LEAST get Anaxa AND his light cone . THIS GAME HATES ME WITRH A PASSION I NEVER ONCE WON MY 50 50 I HATE THIS GAME (ar 69 player)",1,-0.6747
2025-01-20 01:06:53,2025-01-20,What's up with the 3.0 storytelling??!!???!!??!,1,0.0
2023-05-28 19:27:31,2023-05-28,Stuck in loading train screen,1,-0.25
2024-09-16 15:34:39,2024-09-16,There's no skip botton. Whyyyyyy,1,-0.296
2025-06-03 12:56:46,2025-06-03,gameplay : 25 story : 35 server connection : 55 graphic : 55 gacha rate : 15 overall : 3.2,3,0.0
2023-06-07 12:11:34,2023-06-07,"1.1 is trash, bug everywhere",1,0.0
2023-05-02 03:53:57,2023-05-02,is all the hype about a log in error or is it just me,1,-0.4019
2025-02-26 22:33:08,2025-02-26,No english voices again,1,-0.296
2025-01-15 12:42:21,2025-01-15,Has the worst luck in all of Hoyogames.,1,-0.2732
2025-01-31 04:04:37,2025-01-31,wont send stupid gmail ver lost acct thanks alot gimme my money back then,1,0.5229
2024-12-16 23:15:05,2024-12-16,Give Skip story button for Sub Quest please,1,0.3182
2024-03-24 01:09:15,2024-03-24,Very bad returning player rewards,2,-0.1761
2024-12-07 12:04:18,2024-12-07,its Game take very much time to Loodin,1,0.0
2025-03-22 22:56:39,2025-03-22,please add skip button. thank you,1,0.5859
2024-09-10 13:47:02,2024-09-10,"Fix ur gacha system, I've been losing 5050 every new patch arrives",1,-0.3818
2023-06-07 19:32:43,2023-06-07,WORST GAME EVER! DON'T INSTALL THIS!,1,-0.6892
2023-05-24 19:17:30,2023-05-24,my game kept on crashing,2,0.0
2025-01-06 15:42:13,2025-01-06,I shall never download any mihoyo games ever again,1,0.0
2024-09-21 10:56:58,2024-09-21,Suck app please improve it I can't open it,1,0.3182
2025-08-14 10:20:50,2025-08-14,bring back lumi nova Dekstop why was removed,1,0.0
2025-05-18 06:43:01,2025-05-18,They didn't have to power creep this hard on my Seele,1,-0.128
2023-05-17 20:44:08,2023-05-17,"NO CONTENT, NO EVENT, ONLY GACHA. BORINGGG",1,-0.5267
2025-03-01 11:16:46,2025-03-01,not worth it to pull anymore,1,-0.1695
2023-05-06 19:09:29,2023-05-06,Why can't I login to the game?,3,0.0
2023-06-02 16:04:12,2023-06-02,Hi developer My new account show login error What should I do?,1,-0.4019
2023-05-27 14:52:39,2023-05-27,Put some pity indicator so we know if how many pity are remain,1,-0.5267
2023-05-13 21:32:13,2023-05-13,stupid login interface go play minesweeper instead,1,-0.25
2025-02-04 23:46:23,2025-02-04,"3.0 update is such a let down, hsr going downhill",1,0.0
2025-03-11 14:00:35,2025-03-11,3.2 with castorice global passive will make the game bad,1,-0.4019
2024-09-20 00:45:01,2024-09-20,Worst relic gatcha ever. Worse than Genshin,1,-0.802
2025-02-04 21:51:52,2025-02-04,The worst Game ever stupid game!!!!!,1,-0.8647
2024-10-13 22:25:48,2024-10-13,i bet even the minecraft with less storage is better,1,0.3892
2024-10-16 13:35:17,2024-10-16,Stop the ads on tiktok it's annoying asf,1,-0.5994
2025-01-31 00:53:59,2025-01-31,It's start to get boring.....,1,0.0
2023-06-19 14:39:39,2023-06-19,genshin with turn based gameplay,2,0.0
2023-05-18 09:10:51,2023-05-18,worst gameplay so far,1,-0.6249
2024-09-26 22:28:01,2024-09-26,luofu 2 is the worst part of the story. absolutely inexcusable. i dont have any hope for the future,1,-0.7584
2025-05-13 13:39:22,2025-05-13,1 star until more 4 star characters gets released,1,0.0
2024-02-05 23:21:06,2024-02-05,Can you guys make the size smaller?,3,0.0
2023-05-08 03:07:27,2023-05-08,It keeps crashing on me,2,0.0
2023-05-19 18:28:44,2023-05-19,"Sorry,but it's not suitable for me.",1,0.0
2023-05-23 22:30:55,2023-05-23,This game is amazing!,5,0.6239
2025-03-24 19:10:46,2025-03-24,the powercreep and forced team compositions kill this game,1,-0.8271
2023-05-17 12:29:54,2023-05-17,cant play my pc account on my android... :( was looking forward to it the most,2,-0.6041
2025-02-11 18:18:37,2025-02-11,Can someone help me with the bug I'm experiencing,5,0.4019
2025-02-02 21:04:03,2025-02-02,Scam draws i already reached 90 pity yet no lim nor standard 5star,1,-0.7717
2025-03-09 12:44:13,2025-03-09,Too much power creep played since day 1,1,0.34
2025-02-20 08:54:03,2025-02-20,I'll change it when you stop Genshinizing,1,-0.296
2025-04-01 00:22:30,2025-04-01,Global passive sucks.,1,-0.1779
2024-09-16 02:33:38,2024-09-16,Hard to log in to,1,-0.1027
2024-12-25 12:50:04,2024-12-25,Even the customer service is unhelpful.,1,0.0
2024-09-10 12:45:01,2024-09-10,update keeps crashing phone,1,0.0
2025-06-08 22:54:43,2025-06-08,Honkai Star Rail Customer Service won't help you.,1,-0.3089
2025-02-04 07:50:19,2025-02-04,I'm the unluckiest player in da world,1,0.0
2023-06-12 13:11:02,2023-06-12,Where the skip button haiya,1,0.0
2024-11-16 20:59:18,2024-11-16,Rappa event is the worst thing that happened to this game.,1,-0.6249
2024-10-15 17:29:11,2024-10-15,this game wasting time talking too much,1,-0.4019
2024-09-29 12:33:25,2024-09-29,I don't like how many rewards they give us,1,0.2477
2023-06-08 11:19:52,2023-06-08,Can't login error code 10013,2,0.3089
2025-05-04 23:21:16,2025-05-04,monetization is just absolutely horrendous.,1,-0.624
2024-10-14 15:54:43,2024-10-14,WHERE IS THE SKIP BUTTON? I DONT HAVE TIME TO PLAY YOUR STORY!,1,0.4003
2024-06-28 22:38:21,2024-06-28,PLEASE MAKE THE AVENTURINE BODS FIGHT EASIER I HAD TO USE 3 HEALERS AND COULD NOT BEAT HIM PLEAASE MAKE HIM EASIER TO BEAT,1,0.6486
2024-09-11 02:01:47,2024-09-11,I'm Always Lose or Win Pity 75 No Earily,1,-0.3182
2024-12-04 11:01:04,2024-12-04,50:50 gacha sucks and drop rates are very low,1,-0.7178
2025-02-17 21:27:55,2025-02-17,"POWER CREEP GAME , UNFAIR GAME, and gacha always 60 pull",1,-0.5904
2024-09-12 20:04:39,2024-09-12,Awful game should delete off store,1,-0.4588
2024-09-07 13:36:41,2024-09-07,no blade content flop game,1,-0.5574
2024-08-31 18:27:27,2024-08-31,ADD MULTI-PLAYER SO ME AND MY BESTIE CAN SERVE OUR SLAY ERA TOGETHER,1,0.0
2025-03-14 13:26:12,2025-03-14,This game is soo boring rn,1,-0.3182
2024-06-18 13:20:12,2024-06-18,This Game Is Not Made For Androids Lol,4,0.4215
2025-04-27 15:31:57,2025-04-27,Becoming a waste of time,1,-0.4215
2023-05-13 10:08:24,2023-05-13,Login error everytime,1,-0.4019
2025-03-22 10:11:42,2025-03-22,game taking to much time for start,1,0.0
2025-03-22 18:25:37,2025-03-22,New story quest was so boring!!,3,-0.5537
2024-03-24 22:12:52,2024-03-24,This is so annoying,1,-0.541
2023-04-27 19:57:10,2023-04-27,My app keeps crashing,3,0.0
